Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
17Q2,20170605,20170605,Americas,AccessPoint,USA,MI,YourSource Management Group,USA,MI,Workforce Solutions,,Process Outsourcing,Enhance HR outsourcing service platform,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Michigan-PEO-acquires-HR-outsourcing-firm-42298,"AccessPoint also plans to purchase the YourSource Management Group headquarters building in Auburn Hills, Mich."
17Q2,20170602,20170602,EMEA,Wise Group AB (STO: WISE),Sweden,N/A,Bright Relation AB,Sweden,N/A,Workforce Solutions,,Business Intelligence,,SEK 38.8 million,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Sweden-Wise-Group-to-acquire-Bright-Relation-AB-42271,Wise acquisition of Bright is a cash transaction and the purchase price amounts to SEK 38.8 million which is financed through own cash and cash equivalents of 18.8 million and an acquisition loan of 20 million. …  Bright will be consolidated in GroupWise 
17Q2,20170601,20170601,EMEA,Management buy-out,United Kingdom,N/A,ICG Medical Limited,United Kingdom,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,N/A,Deal was sourced from Boxington's quarterly M&A review
17Q2,20170531,20170531,APAC ,Alibaba Group Holding Ltd. (NYSE: BABA),China,N/A,Ele.me,China,N/A,Workforce Solutions,,Human Cloud,,$1.25 billion investment,http://www2.staffingindustry.com/row/Editorial/Daily-News/China-Alibaba-to-lead-US-1-billion-funding-for-food-delivery-startup-Bloomberg-Technology-42240,"The financing from Alibaba and Ant Financial will value Ele.me at $5.5 billion to $6 billion and help it compete with a Tencent Holdings Ltd.-backed startup, Meituan Dianping, in a local services industry primed for growth as people turn to their smartphones or the web to order food, schedule beauty treatments and hire domestic helpers."
17Q2,20170531,20170531,Americas,Recruit Holdings Ltd. (TYO: 6098),Japan,N/A,TouchBistro,Canada,N/A,Workforce Solutions,,Payrolling/Compliance,,ND,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Recruit-invests-in-payment-and-HR-system-for-restaurants-42246,"Recruit Holdings Co., one of the world’s largest staffing firms, acquired a portion of the shares issued by TouchBistro Inc., headquartered in Toronto. … Recruit did not announce the amount of its investment, but TouchBistro said it raised C$16.3 million in a Series C financing round led by Napier Part Financial Partners and Japan-based Recruit Partners, with participation from existing investors including BDC IT Venture Fund, Relay Ventures and Kensington Capital Partners."
17Q2,20170530,20170731,APAC ,TeamLease Services,India,N/A,Freshersworld.com,India,N/A,Workforce Solutions,,Job Boards/Apps,Scale hiring business,$2.8 million (30% stake),http://www2.staffingindustry.com/row/Editorial/Daily-News/India-Teamlease-acquires-stake-in-job-board-42225,"Under the agreement, TeamLease will infuse another Rs2 crore (USD 309,455) to enhance product features and back-end technology at Freshersworld. Teamlease will also consider increasing its stake further or a 100% acquisition in the next three years, depending on the portal’s performance."
17Q2,20170525,20170525,EMEA,The House of HR,Belgium,N/A,Vialegis ,Belgium,N/A,Temporary Staffing Skill Segment: Legal,x,N/A,Expand into a niche,ND - 75% acquired,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/Belgium-House-of-HR-acquires-Vielegis-42191,"The transaction sees House of HR acquire 75% of the shares of Vialegis while the management retains 25%. ... “By including Vialegis in the House of HR group, we strengthen our presence in this future-oriented niche in Belgium, ...” Jérôme Caille, CEO of House of HR, said."
17Q1,20170524,20170301,APAC ,Programmed Maintenance Services Ltd,Australia,N/A,OneShift Pty Ltd,Australia,N/A,Workforce Solutions,,Human cloud,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Australia-Programmed-full-year-revenue-up-22-sells-part-of-marine-business-42175, Programmed acquired OneShift in March 2017.
17Q2,20170524,20170524,Americas,Primus Capital (private equity group),USA,OH,MBO Partners,USA,VA,Workforce Solutions,,"Payrolling/Compliance, Human Cloud",Expansion and technology enhancements,ND - minority investment,http://www2.staffingindustry.com/Editorial/Daily-News/Private-equity-firm-invests-in-MBO-Partners-42181,This is MBO Partners’ first capital raise since its inception in 1996. The employee and management team remain the majority owners. Primus Managing Director Jon Dick and Director Aaron Davis will join MBO Partners’ board as directors.
17Q2,20170522,20170519,EMEA,nGAGE Specialist Recruitment Ltd.,United Kingdom,N/A,GCS Recruitment,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,International expansion into USA and Dublin,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-nGAGE-Specialist-Recruitment-acquires-GCS-Recruitment-42142,"nGAGE Specialist Recruitment Ltd., a London-based provider of recruitment services to the engineering and technology, health and social care, public sector, and professional and financial services sectors,"
17Q2,20170522,20170522,EMEA,Morson International,United Kingdom,N/A,Morson Cyber Security (formerly known as ESP Group),United Kingdom,N/A,Workforce Solutions,,MSP,Increase client offerings,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Morson-International-acquires-ESP-Group-42141,The transaction will see ESP Group renamed as Morson Cyber Security and will specialise in cyber security managed services for the private and public sector.
17Q2,20170522,20170613,Americas,HTC Global Services,USA,MI,Ciber Inc. (NYSE: CBR) (North America and India operations),USA,CO,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,$93 million,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/HTC-Global-to-buy-Ciber-for-93-million-42150,"A month prior, Paris bases Capgemini placed a ""stalking horse"" bid for $50 mn. (www2.staffingindustry.com/site/Editorial/Daily-News/Ciber-enters-bankruptcy-Capgemini-to-buy-North-American-operations-41654). Ciber recently sold several of its European assets; in February, ManpowerGroup (NYSE: MAN) agreed to purchase its Spanish business. Also in February, the company agreed to sell its business in Germany and Denmark to Allgeier SE, a Munich-based IT staffing and software firm for an aggregate of approximately $8.8 million. "
17Q2,20170519,20170516,EMEA,Russell Taylor Holdings Ltd.,United Kingdom,N/A,Transline Group,United Kingdom,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,,ND,http://www2.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Transline-saved-by-acquisition-from-Russell-Taylor-Group-42129,"UK employment agency Transline which filed for insolvency in April, has been sold to London-based Russell Taylor Group."
17Q2,20170517,20170511,EMEA,OTIGA AS (formerly known as Personalhuset AS OSL: PERH01),Norway,N/A,Active Search 1998 A/S,Denmark,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,Increase footprint in Denmark,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Norway-OTIGA-Group-to-acquire-Active-Search-1998-42092,"On March 21, 2017, Personalhuset AS changed its name to OTIGA Group AS."
17Q2,20170517,20170730,EMEA,Quick Co. Ltd (JP: 4318),Japan,N/A,Centre People Appointments Limited,United Kingdom,N/A,Temporary Staffing Skill Segment: All,x,N/A,,ND,http://www2.staffingindustry.com/row/Editorial/Daily-News/Japan-Quick-Co-to-acquire-UK-staffing-firm-42099,"""The acquisition will take place in two stages with the first one taking place in July 2017 and the final stage in July 2018."""
17Q2,20170516,20170508,Americas,"Sinclair Broadcast Group, Inc. (NASD: SBGI)",USA,MD,CareerBuilder (32% stake) partial owner: Tribune Media Company (NYSE: TRCO),USA,IL,Workforce Solutions,,Job Boards/Apps,,$3.9 billion,http://www2.staffingindustry.com/site_member/Editorial/Daily-News/Tribune-to-be-acquired-CareerBuilder-shareholder-takes-impairment-charge-42085," Tribune owns a 32% stake in CareerBuilder in addition to 42 television stations, WGN America and a share of Food Network. The deal comes as all CareerBuilders’ owners are exploring strategic alternatives for the jobs website that include a possible sale. "
17Q2,20170516,20170516,EMEA,The Head Group PLC,United Kingdom,N/A,Change Recruitment,United Kingdom,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,Expand specialties,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-Head-Group-acquires-Change-Recruitment-42080,"The Head Group will now comprise four distinct businesses: Head Resourcing, Head Medical, Atkinson MacLeod Executive Search, formed earlier this year, and Change Recruitment, each of which will continue to operate under its own brand."
17Q2,20170515,20150508,EMEA,Pauwels Consulting,Belgium,N/A,Vandyke & Partners,Belgium,N/A,Retained Search,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Belgium-Pauwels-Consulting-acquires-Vandycke-Partners-and-Mediconsult-42059,"""Vandycke & Partners focuses on the search and selection of executives in the healthcare and life sciences sectors in Belgium"""
17Q2,20170515,20150508,EMEA,Pauwels Consulting,Belgium,N/A,Mediconsult,Belgium,N/A,Temporary Staffing Skill Segment: Clinical/Scientific,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Belgium-Pauwels-Consulting-acquires-Vandycke-Partners-and-Mediconsult-42059,""" Mediconsult, specialises in the outsourcing of clinical research."""
17Q2,20170515,20170515,EMEA,Staffline Group PLC (AIM: STAF),United Kingdom,N/A,Brightwork Limited,United Kingdom,N/A,Temporary Staffing Skill Segment: Industrial,x,N/A,Staffline states that the acquisition represents an attractive strategic opportunity to increase its footprint in Scotland as well as bringing a blue-chip client base.,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-Staffline-acquires-Brightwork-Limited-42060,"""Brightwork specialises in temporary and permanent jobs in the drinks, warehousing, manufacturing and distribution sectors, with offices based in Edinburgh and Glasgow."""
17Q2,20170514,20170630,EMEA,Maxkompetens Sverige AB,Sweden,N/A,Magna AB,Sweden,N/A,Place & Search,x,N/A,Strengthen position in Stockholm market,SEK 18.6 million (9 million cash + 9.6 million in shares),http://www2.staffingindustry.com/eng/Editorial/Daily-News/Sweden-Maxkompetens-Sverige-to-acquire-Magna-42093,
17Q2,20170512,20170512,Americas,Management buy-out,USA,NY,Clarity Staffing,USA,NY,Temporary Staffing Skill Segment: Office/Clerical,x,N/A,,ND,N/A,PR: New York based Clarity Staffing was acquired by its CEO Moira Durst.
17Q2,20170511,20170511,Americas,Deliveroo,United Kingdom,N/A,Maple,USA,NY,Workforce Solutions,,Human Cloud,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/UK-Deliveroo-acquires-New-York-based-delivery-startup-Maple-Tech-City-News-42025,"""Maple will be ceasing its operations in New York and relocating its team to London.""…""Deliveroo will also be integrating Maple’s technology into its platform."""
17Q2,20170511,20170511,Americas,GHR Acquisition (a Platform Partners holding company),USA,TX,General Healthcare Services,USA,PA,Temporary Staffing Skill Segment: Healthcare,x,N/A,,ND,http://www2.staffingindustry.com/Editorial/Daily-News/RecruitIQ-Staffing-s-parent-company-acquires-General-Healthcare-Resources-42032,"""GHR Acquisition is a holding company with two main subsidiaries, General Healthcare Resources (“GHR”) and RecuitIQ Staffing (“RIQ”)"" (Source: http://platformllc.com/general-healthcare-resources/). ""RecruitIQ Staffing, LLC was formerly known as Kosberg Staffing, LLC. The company was incorporated in 2016..."" (Source: Bloomberg company overview). "
17Q2,20170510,2017 May,Americas,Harvest Partners (private equity group),USA,NY,"PRO Unlimited (sold by InvestCorp, a private equity group)",USA,FL,Workforce Solutions,,VMS/MSP,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Private-equity-recapitalizes-PRO-Unlimited-42020,"Harvest Partners will now own majority stake and previous owner, Investcorp will have minority stake: ""Financial terms of the transaction were not disclosed. However, the deal included a reinvestment by private equity firm Investcorp, which owned PRO since 2014. Investcorp now holds a minority stake in the PRO.""...“Harvest and Investcorp have agreed to share in the governance of PRO Unlimited from a board level.”"
